9	1275
166	5746
562	7640
567	8185
699	4159
701	5773
711	5684
789	6539
834	8685
941	3168
1126	6832
1163	5255
1367	7973
1531	7039
1556	3921
1720	7661
1895	2496
2146	3208
2274	2653
2625	5305
2640	7120
2706	8622
2715	7796
2764	5241
2860	2751
2863	713
2883	2210
2970	3503
3087	1525
3095	1078
3138	6466
3144	8024
3223	257
3326	9377
3462	8081
3526	7239
3587	1849
3626	2275
3946	792
4031	1911
4166	5909
4299	974
4460	813
4832	5441
4929	2877
5075	7547
5094	9233
5140	2274
5160	6755
5173	8633
5199	4657
5216	2790
5229	1589
5230	6396
5242	7198
5275	7670
5349	4180
5403	4762
5460	5826
5495	7296
5580	2004
5634	1762
5800	6923
5917	370
5949	984
6185	7564
6325	3732
6353	5210
6491	6132
6511	3129
6739	1880
6777	8736
6913	7721
7012	7659
7076	7361
7084	8492
7510	4078
7512	4775
7639	9247
7701	605
7756	6534
7915	3584
8016	913
8097	9863
8266	8839
8463	9578
8535	8526
8544	9954
8607	2962
8672	6368
8694	9937
8720	9254
8787	4010
8946	7269
8961	7747
9028	251
9065	81
9068	2555
9073	1793
9142	6221
9278	6310
9322	2364
9350	4112
9480	2581
10059	1402
10084	2189
10277	7906
10331	1452
10387	7229
10555	9142
10577	1603
10685	4356
10805	4137
10877	6091
10887	278
10950	6660
11050	6397
11228	7308
11250	2933
11415	2055
11554	8504
11589	3333
11608	9671
11616	7577
11760	2266
11867	5599
11871	2643
11977	2071
12075	6634
12085	4848
12106	5421
12307	7934
12481	7687
12505	4853
12513	9944
12516	136
12518	1323
12519	4233
12530	7509
12580	7910
12676	6032
12868	8500
12964	467
13027	9547
13045	8994
13103	3727
13122	8617
13149	6596
13242	2079
13265	9550
13353	2686
13619	3213
13641	105
13723	4338
13848	552
13878	3639
13900	533
13943	2617
13980	9783
14009	8793
14134	2243
14151	4946
14321	7521
14400	532
14444	6954
14488	4718
14516	3546
14561	5291
14631	9165
14750	7964
14786	1941
14944	9738
15224	2925
15227	1459
15280	8072
15287	598
15295	2035
15410	4359
15478	3883
15674	2489
15919	4819
15920	3296
15946	2231
15985	9794
16217	4717
16284	1915
16288	388
16361	6153
16436	4093
16452	2787
16712	9186
16893	8256
16893	6896
17195	8637
17257	9144
17317	286
17325	127
17487	2755
17627	8779
17771	6857
17822	8857
17829	2197
17955	2317
17965	8801
18047	8632
18194	3674
18249	8926
18569	1977
18630	741
18672	5664
18724	5399
18843	3145
19123	6851
19180	5490
19206	4220
19354	1232
19448	2748
19476	7963
19560	3859
19690	2434
19778	6068
19899	6449
19902	9405
19947	6268
20069	971
20573	5420
20576	7008
20607	637
21098	5648
21374	5707
21376	9123
21463	4410
21486	26
21591	4132
21652	3312
21813	6884
21831	6624
21949	7476
21957	2257
21985	3359
22025	1628
22039	1782
22074	9438
22390	8075
22394	8091
22816	4174
22967	8096
22989	7478
23053	4080
23095	3937
23145	6179
23396	8221
23548	409
23556	1514
23583	3128
23662	8305
23825	4086
23981	8733
24026	5247
24030	7169
24161	4444
24162	5463
24216	9589
24501	8235
24568	5698
24622	6746
24741	8093
24931	8715
24970	2324
24993	5288
25023	6059
25082	9139
25271	7936
25886	3141
26011	8889
26080	5367
26234	1439
26262	1033
26364	854
26456	7155
26478	6750
26481	9416
26564	8369
26583	4058
26605	2100
26801	8196
26810	4544
26867	5243
26982	1667
26997	9613
26999	6173
27162	9068
27400	7090
27489	2895
27501	7084
27899	2661
27980	5043
28240	2333
28448	6874
28547	492
28617	5556
28626	8895
28852	8860
28873	8766
28979	8480
29011	1185
29184	9845
29332	7302
29523	2452
29715	5820
29820	1989
29857	504
29903	5383
29929	1634
30070	1939
30134	3093
30269	1919
30311	9013
30351	27
30703	4535
30734	3512
30770	1503
30788	5532
30831	2126
30837	9245
30843	7185
30871	7530
30877	7061
31045	8563
31127	4079
31140	6081
31183	5930
31324	8115
31365	231
31383	9978
31696	5276
31722	5033
31999	6597
32021	3540
32070	8462
32196	9742
32207	8125
32464	3555
32606	5915
32745	9682
32976	9706
33059	1304
33107	7889
33116	6673
33185	5061
33458	1951
33567	4376
33733	7600
34102	3862
34221	1202
34281	4785
34294	4304
34430	516
34450	5262
34626	262
34786	4545
34880	1182
34880	6805
35077	3397
35210	55
35269	6636
35619	7566
35647	1424
35668	4218
35763	6603
35902	3433
35957	1145
35966	5548
36059	3012
36152	864
36162	6646
36204	3389
36220	447
36335	1905
36567	362
36751	4829
36891	1626
37154	9528
37462	1356
37505	1117
37717	9149
37741	9638
37754	4827
37799	7655
37885	7204
37923	6850
37972	1565
38051	8085
38152	3482
