0	3876
1	6494
2	8446
3	563
4	2139
5	1809
6	1068
7	7334
8	8720
9	6505
10	9140
11	820
12	3734
13	6374
14	6525
15	2699
16	2275
17	4637
18	2609
19	1742
20	7321
21	3015
22	8483
23	487
24	479
25	7501
26	4873
27	2877
28	1104
29	6913
30	1706
31	7508
32	4750
33	4764
34	9679
35	6956
36	714
37	7038
38	3030
39	3470
40	1345
41	3844
42	8371
43	8233
44	8169
45	7018
46	1519
47	8687
48	6633
49	6423
50	3167
51	657
52	7359
53	5156
54	3593
55	5938
56	9217
57	8686
58	4150
59	8328
60	2802
61	9353
62	9062
63	4892
64	7005
65	9647
66	9670
67	4808
68	7853
69	6493
70	8127
71	8033
72	6613
73	6101
74	4477
75	3914
76	3021
77	2885
78	6514
79	3887
80	4955
81	3105
82	7361
83	1368
84	4714
85	9565
86	471
87	9855
88	4328
89	652
90	4127
91	9360
92	3037
93	7557
94	4058
95	7151
96	1177
97	5651
98	8777
99	2762
100	9763
101	9087
102	7868
103	2664
104	2811
105	409
106	868
107	2563
108	8398
109	764
110	8878
111	2182
112	4830
113	4148
114	2536
115	2476
116	6630
117	6325
118	963
119	3045
120	9284
121	9069
122	9305
123	9567
124	560
125	3846
126	1737
127	6200
128	9717
129	5765
130	9878
131	2029
132	2137
133	4929
134	4793
135	6568
136	521
137	4745
138	4228
139	9113
140	8290
141	1349
142	9955
143	4547
144	2853
145	7039
146	8216
147	1890
148	8370
149	6697
150	3024
151	8406
152	4239
153	6582
154	1689
155	8760
156	2716
157	4641
158	4677
159	9578
160	5891
161	9243
162	3658
163	6309
164	7881
165	3571
166	9180
167	1261
168	850
169	8577
170	4460
171	2966
172	6320
173	1767
174	4404
175	3060
176	1042
177	1299
178	6366
179	954
180	4529
181	6468
182	6349
183	3287
184	7076
185	9369
186	4126
187	2201
188	5534
189	1957
190	5562
191	3070
192	1570
193	2091
194	5329
195	8994
196	2785
197	2403
198	6695
199	9740
200	7115
201	7310
202	787
203	6952
204	5619
205	3232
206	5191
207	9516
208	7964
209	323
210	8527
211	8659
212	6438
213	7287
214	7199
215	8168
216	107
217	7701
218	2919
219	4966
220	4983
221	173
222	3954
223	1668
224	1988
225	3928
226	4645
227	2459
228	6892
229	6981
230	896
231	8289
232	3190
233	7623
234	8485
235	4613
236	661
237	4877
238	260
239	8838
240	8262
241	6077
242	5725
243	231
244	9106
245	9579
246	1226
247	3230
248	5808
249	3296
250	3075
251	1323
252	2336
253	1294
254	9144
255	728
256	1635
257	4380
258	7630
259	7272
260	1251
261	8032
262	4106
263	3865
264	5277
265	6570
266	5242
267	9782
268	9046
269	8194
270	2842
271	9163
272	2573
273	9041
274	2596
275	8250
276	5867
277	9195
278	422
279	6239
280	5974
281	6192
282	7031
283	8548
284	8347
285	3957
286	2857
287	3664
288	326
289	1540
290	9734
291	9261
292	7511
293	8241
294	7854
295	5079
296	5199
297	9463
298	8913
299	6444
300	824
301	2930
302	8750
303	9531
304	7202
305	992
306	1659
307	6670
308	5716
309	8714
310	214
311	5016
312	813
313	1992
314	1558
315	4270
316	9410
317	8226
318	2499
319	8430
320	8211
321	5092
322	7992
323	1069
324	4191
325	6925
326	9946
327	2632
328	3966
329	6149
330	4593
331	6874
332	8558
333	1019
334	3053
335	3746
336	4479
337	6078
338	7763
339	7583
340	8869
341	3308
342	4399
343	8234
344	8263
345	9283
346	6061
347	6418
348	3373
349	7360
350	3112
351	4798
352	4625
353	2860
354	1567
355	4868
356	5091
357	5143
358	1298
359	2173
360	2995
361	5256
362	4562
363	8337
364	3924
365	2869
366	7704
367	348
368	2255
369	2854
370	3769
371	6359
372	8213
373	4450
374	4129
375	3087
376	1917
377	6648
378	9591
379	9346
380	6424
381	9082
382	3171
383	4837
384	2988
385	7678
386	4275
387	9778
388	2017
389	3597
390	7775
391	242
392	3945
393	6108
394	9858
395	9159
396	5860
397	3878
398	3677
399	9012
400	6408
401	5124
402	961
403	6106
404	4031
405	1848
406	1224
407	149
408	5942
409	5194
410	8346
411	3258
412	8613
413	3521
414	8240
415	7745
416	6174
417	1697
418	2881
419	6446
420	9935
421	7228
422	6742
423	6707
424	8373
425	3936
426	2978
427	5304
428	1969
429	9951
430	1867
431	1732
432	4574
433	7934
434	8295
435	7152
436	5345
437	7876
438	2844
439	7807
440	2616
441	2492
442	4192
443	3601
444	7614
445	3920
446	894
447	5822
448	58
449	1511
450	2384
451	2152
452	9110
453	4219
454	4193
455	2540
456	7926
457	3511
458	2717
459	7411
460	4308
461	1212
462	8028
463	1144
464	5237
465	9945
466	6709
467	9761
468	8075
469	1549
470	3192
471	7085
472	4312
473	9450
474	368
475	124
476	6552
477	8867
478	6884
479	8312
480	1986
481	1999
482	7332
483	1935
484	6348
485	7385
486	7327
487	1666
488	4944
489	4113
490	3382
491	3288
492	9770
493	5834
494	2162
495	950
496	3994
497	3404
498	6230
499	9891
500	7932
501	9137
502	3698
503	7619
504	5189
505	9147
506	6713
507	9464
508	9485
509	9026
510	1205
511	5560
512	6091
513	3721
514	8059
515	906
516	6376
517	109
518	1748
519	2283
520	4423
521	5668
522	4424
523	8288
524	5004
525	646
526	4434
527	8308
528	2359
529	7441
530	8504
531	532
532	283
533	9883
534	3888
535	2617
536	1334
537	1279
538	2076
539	8513
540	1178
541	7059
542	8104
543	1785
544	6736
545	6367
546	703
547	6895
548	8133
549	8492
550	9197
551	7119
552	4117
553	3374
554	6487
555	1855
556	2884
557	6394
558	327
559	5708
560	1872
561	5351
562	4094
563	2398
564	7003
565	9552
566	5185
567	1172
568	6642
569	6693
570	9412
571	4908
572	9328
573	1080
574	1691
575	8942
576	884
577	54
578	589
579	502
580	354
581	65
582	353
583	1460
584	4203
585	40
586	4738
587	2354
588	683
589	5916
590	5982
591	8888
592	5545
593	1260
594	5641
595	6068
596	7605
597	697
598	2149
599	1027
600	5517
601	174
602	8073
603	6715
604	5532
605	8451
606	8523
607	1536
608	3365
609	3402
610	2529
611	8525
612	192
613	2690
614	7337
615	2373
616	3722
617	6855
618	8256
619	5780
620	6155
621	3908
622	8758
623	1491
624	3424
625	7863
626	580
627	4636
628	6507
629	5704
630	5744
631	5
632	8844
633	5200
634	2789
635	7747
636	1355
637	108
638	1392
639	7336
640	4313
641	1550
642	8340
643	9818
644	668
645	5265
646	2467
647	8818
648	3078
649	1546
650	4890
651	8743
652	6227
653	8754
654	3985
655	3550
656	6590
657	7014
658	6705
659	5144
660	44
661	6375
662	5510
663	6221
664	8182
665	4699
666	2606
667	4928
668	4591
669	3485
670	3617
671	9601
672	6773
673	1496
674	1280
675	8248
676	4628
677	7330
678	7232
679	133
680	7631
681	4456
682	8588
683	5774
684	9730
685	2445
686	5099
687	7315
688	2169
689	9206
690	4891
691	4686
692	2469
693	4573
694	2865
695	9839
696	9898
697	3097
698	1813
699	6231
700	7011
701	457
702	8935
703	8116
704	7826
705	3400
706	5761
707	7496
708	806
709	4681
710	92
711	6539
712	4965
713	845
714	1854
715	6659
716	9403
717	7401
718	398
719	4496
720	9892
721	8235
722	4881
723	867
724	7072
725	8898
726	425
727	5952
728	6318
729	8158
730	4425
731	1159
732	1336
733	3431
734	664
735	6575
736	4236
737	6739
738	2323
739	1401
740	3904
741	6214
742	5621
743	9126
744	4963
745	7914
746	3068
747	8892
748	6808
749	2608
750	3523
751	8479
752	5139
753	8243
754	9065
755	7146
756	72
757	4633
758	1369
759	7295
760	3282
761	2780
762	8915
763	9680
764	6512
765	4135
766	2014
767	7025
768	7827
769	4463
770	305
771	842
772	6584
773	7504
774	8455
775	3279
776	3955
777	6725
778	56
779	9392
780	678
781	1170
782	5001
783	4427
784	1611
785	7895
786	2949
787	9475
788	2117
789	4171
790	8583
791	7505
792	8022
793	5812
794	5223
795	909
796	7488
797	7833
798	6388
799	933
800	6979
801	141
802	6217
803	311
804	921
805	6999
806	862
807	5544
808	3119
809	509
810	8672
811	4118
812	6732
813	1141
814	209
815	4179
816	3811
817	8737
818	4532
819	6137
820	847
821	2047
822	3403
823	8891
824	647
825	4936
826	8799
827	4158
828	8355
829	9754
830	3820
831	948
832	4254
833	944
834	8167
835	5576
836	6853
837	974
838	7888
839	5924
840	5241
841	9006
842	6145
843	6090
844	4566
845	1908
846	5026
847	1050
848	271
849	1665
850	5697
851	1679
852	7477
853	5940
854	2008
855	1878
856	8537
857	6459
858	6730
859	2022
860	2408
861	4359
862	3940
863	7938
864	4015
865	3572
866	4990
867	113
868	8056
869	2515
870	7990
871	1772
872	7586
873	9834
874	2388
875	2848
876	807
877	9580
878	9804
879	2430
880	6491
881	2777
882	8553
883	8944
884	1625
885	3357
886	4869
887	3567
888	3445
889	7965
890	1717
891	966
892	3815
893	1630
894	1449
895	8716
896	2837
897	7346
898	3741
899	1371
900	9200
901	4038
902	5334
903	3519
904	3163
905	6623
906	6538
907	5459
908	6076
909	49
910	8774
911	1240
912	1798
913	255
914	8546
915	8101
